X,Y,fid,NAME,NAME_EN,MAN_MADE,LEISURE,AMENITY,OFFICE,SHOP,TOURISM,SPORT,OSM_TYPE,OSM_ID,icon_url
-68.2670864,12.1447259,"1386",Van den Tweel Supermarket,,,,,,supermarket,,,node,"3801348565",
-68.276318,12.1460122,"1388",Chachacha Beach,,,,,,,,scuba_diving,node,"4017913908",
-68.2843305,12.1681151,"1392",Pelikaan School,,,,school,,,,,node,"4172023089",
-68.2858416,12.1223381,"1393",Seadonkey Lodge,,,,,,,guest_house,,node,"4179007004",./3.png
-68.2735446,12.2133538,"1394",,,,,parking,,,,,node,"4198985504",
-68.2360116,12.0878318,"1395",,,tower,,,,,,,node,"4199989891",
-68.4132212,12.2935303,"1396",Bisé Morto,,,,,,,,scuba_diving,node,"4200486589",
-68.2155106,12.218912,"1397",,,,,parking,,,,,node,"4204848851",
-68.4120935,12.2345357,"1398",,,tower,,,,,,,node,"4206936356",
-68.3365686,12.2707232,"1399",Playa Grandi,,,,,,,viewpoint,,node,"4282959492",./1.png
-68.3114481,12.2533215,"1400",Boka Onima,,,,,,,attraction,,node,"4283055253",./2.png
-68.3163991,12.2495717,"1401",Kaomati,,,,,,,viewpoint,,node,"4283094398",./1.png
-68.3476605,12.24632,"1402",Pos shon leu,,,,,,,attraction,,node,"4283205570",./2.png
-68.2885576,12.1776528,"1403",SMED Divers,,,,,,sports,,,node,"4291280191",
-68.2884097,12.1774461,"1404",Bubbles Villa,,,,,,,guest_house,,node,"4291324591",./3.png
-68.2771566,12.1500129,"1405",Public Fish Market,,,,,,seafood,,,node,"4313248393",
-68.2819561,12.1258577,"1406",,,,,bench,,,,,node,"4323666591",
-68.2771259,12.1509968,"1407",Bon Tapas,,,,restaurant,,,,,node,"4348505390",
-68.2672553,12.1986261,"1408",,Back to Basic Bonaire,,,,,,hotel,,node,"4367158191",./0.png
-68.2568185,12.1418718,"1409",Tronco Snacks,,,,restaurant,,,,,node,"4417577953",
-68.2490485,12.1359322,"1410",Zozo Ranch,,,,kindergarten,,,,,node,"4424105890",
-68.4139081,12.2696116,"1411",Wayaka 2,,,,,,,,scuba_diving,node,"4437663289",
-68.3375355,12.2711469,"1413",Panorama East Coast,,,,,,,viewpoint,,node,"4499390303",./1.png
-68.2627789,12.1470353,"1414",BuurtCentrum Nikiboko,BuurtCentrum Nikiboko,,,community_centre,,,,,node,"4556106189",
-68.2859536,12.1283418,"1415",,Windsock The Beach,,,bar,,,,,node,"4559360497",
-68.275167,12.1542734,"1416",Botica Bonaire,Botica Bonaire,,,pharmacy,,,,,node,"4581570391",
-68.2825379,12.1854222,"1417",Villa Paul,,,,,,,apartment,,node,"4588699295",
-68.2768652,12.150828,"1418",Bonaire Handmakers,Bonaire Handmakers,,,,,gift,,,node,"4593001693",
-68.2789063,12.1251203,"1419",,Villa Alcyone Bonaire,,,,,,hotel,,node,"4601728189",./0.png
-68.2794455,12.1240137,"1420",,Sabal Palm 50,,,,,,hotel,,node,"4625457991",./0.png
-68.2774837,12.1513556,"1422",Bonaire Affair,,,,,,gift,,,node,"4668205443",
-68.2776231,12.1524176,"1423",Little Havana,,,,pub,,,,,node,"4668214677",
-68.2772878,12.1531033,"1424",Donna & Giorgio,,,,restaurant,,,,,node,"4668226493",
-68.2772275,12.1530574,"1425",Osaka Sushi,,,,restaurant,,,,,node,"4668229882",
-68.2769043,12.1534954,"1426",,,,,,,doityourself,,,node,"4668233633",
-68.2761687,12.1518749,"1427",Tisa Bonaire,,,,,,clothes,,,node,"4668276662",
-68.2756678,12.152672,"1428",Top Supermarket,,,,,,supermarket,,,node,"4668276782",
-68.2758341,12.1435994,"1429",,,,,atm,,,,,node,"4668476827",
-68.276439,12.1467669,"1430",,,,,atm,,,,,node,"4668478018",
-68.2745574,12.1371382,"1431",MCB,,,,atm,,,,,node,"4668479443",
-68.2893527,12.1759552,"1432",,,,,atm,,,,,node,"4668490171",
-68.2676641,12.1434816,"1433",Universal Church of Kindom of God,Universal Church of Kindom of God,,,place_of_worship,,,,,node,"4692709995",
-68.2461353,12.1672586,"1435",The Ocean Window,the oceanwindow bv,,,,,photo,,,node,"4709891298",
-68.2461225,12.1674143,"1436",,kas divi,,,,,electronics,,,node,"4709891392",
-68.2884381,12.177516,"1437",Bonaire Scuba School,,,,school,,,,,node,"4715054389",
-68.2597147,12.167943,"1438",,,,,,,,guest_house,,node,"4715180692",./3.png
-68.2885784,12.1719827,"1439",Rum Runners,Rum runners,,,restaurant,,,,,node,"4725063292",
-68.2448472,12.1718615,"1440",,Dutch Car Repair,,,,,car_repair,,,node,"4739701474",
-68.2367549,12.1776648,"1441",,Jellastone Pet Park,,,,,pet,,,node,"4739701475",
-68.2767869,12.1512572,"1443",Digicel,,,,,,mobile_phone,,,node,"4768036569",
-68.2776274,12.1533261,"1444",Alma Lusa Bakery & Pastries,,,,,,bakery,,,node,"4769577821",
-68.2076752,12.1724168,"1445",Blowhole,,,,,,,viewpoint,,node,"4848642699",./1.png
-68.2639622,12.1448458,"1446",Orange Express,Orange Express,,,restaurant,,,,,node,"4868435021",
-68.2738214,12.1549378,"1447",Huisarts Schräder,Huisarts Schräder,,,doctors,,,,,node,"4878698821",
-68.2731602,12.1427662,"1449",Djambo Apartments,,,,,,,hotel,,node,"4883510717",./0.png
-68.2698577,12.1381714,"1450",Watersport Center Bonaire @ Courtyard by Marriott,,,,,,water_sports,,water_sports,node,"4917703734",
-68.2899992,12.1742908,"1451",Dive Friends Bonaire @ HO,,,,,,scuba_diving,,,node,"4917703735",
-68.2777433,12.1345803,"1452",Dive Friends Bonaire @ PB,,,,,,scuba_diving,,,node,"4917707321",
-68.2866892,12.1678101,"1453",Dive Friends Bonaire Retail,,,,,,scuba_diving,,,node,"4917707322",
-68.254192,12.1659569,"1454",Cari,,,,,,,guest_house,,node,"4921172421",./3.png
-68.2797766,12.1342653,"1455",Kite City Food Truck,,,,fast_food,,,,,node,"4922789098",
-68.3583684,12.2952466,"1456",,,,,parking,,,,,node,"4924943379",
-68.2780462,12.1843364,"1457",,Kas Bon Aire Holliday-apartments,,,,,,hotel,,node,"4925308324",./0.png
-68.2783871,12.1842448,"1458",,Kas Blue Aire Wellness,,fitness_centre,,,,,,node,"4925310121",
-68.2819786,12.1608889,"1459",Anke's Scissors,,,,,,hairdresser,,,node,"4971358723",
-68.2823127,12.1615234,"1460",New Wei Taai,New Wei Taai,,,restaurant,,,,,node,"5002241025",
-68.2823501,12.1615614,"1461",New Wei Taai,New Wei Taai,,,restaurant,,,,,node,"5002241026",
-68.2461544,12.1670049,"1463",,Digi Buriku,,,,,computer,,,node,"5114053322",
-68.2883782,12.1775436,"1465",Bonaire IDC,,,,school,,,,,node,"5141065122",
-68.2853417,12.1679737,"1467",Zen’s bar & cafe,Zen’s bar & cafe,,,restaurant,,,,,node,"5193921027",
-68.2843722,12.130539,"1468",,Cactus Blue Food Truck,,,fast_food,,,,,node,"5196524223",
-68.2707329,12.1448992,"1470",Caribbean Coffee Compagny,Caribbean Coffee Compagny,,,,,wine,,,node,"5278156024",
-68.2593817,12.1428638,"1475",Batalha,ARTES PIEDRAS B.V.,,,,,,apartment,,node,"5315726922",
-68.288086,12.1229392,"1479",,Amarula guesthouse,,,,,,guest_house,,node,"5364814221",./3.png
-68.2939695,12.1150042,"1480",Delfins Beach Resort,,,,,,,hotel,,node,"5366686511",./0.png
-68.3127898,12.2124735,"1481",Cave Tree,,,,,,,viewpoint,,node,"5404389221",./1.png
-68.3561627,12.2388657,"1482",,,water_tower,,,,,,,node,"5404440032",
-68.35623,12.2388858,"1483",,,,,drinking_water,,,,,node,"5404454921",
-68.2765371,12.146911,"1484",South Pier Mall,,,,,,mall,,,node,"5408268311",
-68.3239043,12.2214065,"1485",Cave,,,,,,,viewpoint,,node,"5412979122",./1.png
-68.2861084,12.1696744,"1486",Bon Bida Beauty,,,,,,beauty,,,node,"5412995222",
-68.2738346,12.1528204,"1487",Catholic Schoolboard,Catholic Schoolboard,,,,company,,,,node,"5417801421",
-68.327973,12.2335851,"1488",Kolegio San Luis Bertran,,,,school,,,,,node,"5417805827",
-68.2792077,12.174677,"1489",Skol Amplio Papa Cornes,Skol Amplio Papa Cornes,,,school,,,,,node,"5417810521",
-68.2726484,12.1494748,"1490",Caribbean Laundry service and Magero Self Service Laundry,Caribbean Laundry service and Magero Self Service Laundry,,,,,laundry,,,node,"5422772321",
-68.2746118,12.1484931,"1491",Bonaire Cruisers Rentals,Bonaire Cruisers Rentals,,,car_rental,,,,,node,"5426862622",
-68.2527614,12.137161,"1492",Flamingo Adventure Golf,,,miniature_golf,,,,,,node,"5483325958",
-68.273624,12.1466574,"1493",Rijks Caribisch Nederland,Rijks Caribisch Nederland,,,,government,,,,node,"5511458727",
-68.2712241,12.1606746,"1494",Shun Jing Snack,Shun Jing Snack,,,bar,,,,,node,"5563018221",
-68.2746162,12.1780109,"1495",,Regalo Snack,,,fast_food,,,,,node,"5581197722",
-68.2926523,12.1826089,"1496",Viva Bonaire - Holydayhomes,,,,,,,apartment,,node,"5581598221",
-68.2670199,12.1441178,"1497",Tur Kos Ta Bunita - logopedie,Tur Kos Ta Bunita - speech therapy,,,,company,,,,node,"5581598321",
-68.2717533,12.1370686,"1498",BLT Burger,,,,restaurant,,,,,node,"5585970370",
-68.272279,12.1703971,"1499",,Lutram Administratie & Beheerkantoor B.V.,,,,company,,,,node,"5613867421",
-68.2747484,12.122645,"1500",Hippie Holidays,,,,,,,guest_house,,node,"5709162985",./3.png
-68.2937865,12.1813693,"1501",,,,,,,,hotel,,node,"5714975423",./0.png
-68.2243112,12.1635679,"1502",Eco Lodge Washikemba,,,,,,,hotel,,node,"5720871134",./0.png
-68.2772404,12.151199,"1503",Crown Business Center Bonaire,Crown Business Center Bonaire,,,,company,,,,node,"5777749153",
-68.2925394,12.179479,"1504",Playa Coco,,,,,,,guest_house,,node,"5859372186",./3.png
-68.2845991,12.1643416,"1505",SoloBon Sailing,,,,,,,attraction,,node,"6009922641",./2.png
-68.3019234,12.1968443,"1506",Villa Salentein,,,,,,,hotel,,node,"6015871585",./0.png
-68.2771431,12.152724,"1507",ORCO Bank,ORCO Bank,,,bank,,,,,node,"6032433185",
-68.2866213,12.1267496,"1528",,Villa Popchi,,,,,,hotel,,node,"6066403100",./0.png
-68.3063502,12.1993936,"1529",Mil Suenos,,,,,,,hotel,,node,"6066411387",./0.png
-68.2938036,12.116277,"1530",,Villa Karibuni,,,,,,hotel,,node,"6066444000",./0.png
-68.2966544,12.1913816,"1531",Beach House Sabrea,,,,,,,hotel,,node,"6066514286",./0.png
-68.296219,12.1907669,"1532",Villa Mariposa,,,,,,,hotel,,node,"6066543286",./0.png
-68.2870712,12.1257701,"1533",,Kas Bonchi,,,,,,hotel,,node,"6066549685",./0.png
-68.2932354,12.1159002,"1534",,Kas Iguana,,,,,,hotel,,node,"6066549693",./0.png
-68.2938102,12.1164353,"1535",,Villa Kwadrangolo,,,,,,hotel,,node,"6066551986",./0.png
-68.2914628,12.1964799,"1536",JK House,,,,,,,hotel,,node,"6066663985",./0.png
-68.2992473,12.1951679,"1537",Villa Azul,,,,,,,hotel,,node,"6066721987",./0.png
-68.2722949,12.1365229,"1538",Villa Cassiopeia,Villa Cassiopeia,,,,,,hotel,,node,"6066727790",./0.png
-68.2916401,12.1090359,"1539",,Sunset Beach Lodges,,,,,,hotel,,node,"6066727985",./0.png
-68.2860505,12.1639393,"1540",Harbour Village Apartment,Harbour Village Apartment,,,,,,hotel,,node,"6066735985",./0.png
-68.2965843,12.1904615,"1541",Villa Alvaro,,,,,,,hotel,,node,"6085943085",./0.png
-68.2619749,12.1451941,"1542",Bonaire Best Car Rental Autoverhuur,Bonaire Best Car Rental,,,car_rental,,,,,node,"6091285185",
-68.2171144,12.2186853,"1550",Spelonk Cave,,,,,,,viewpoint,,node,"6369337986",./1.png
-68.2785435,12.1534972,"1551",Sailing Charter Bonaire,Sailing Charter Bonaire,,,,,,attraction,,node,"6369338085",./2.png
-68.2803916,12.2063167,"1552",Aletta's Goat Farm,,,,,,cheese,attraction,,node,"6388286086",./2.png
-68.2770797,12.1504915,"1554",,,,,toilets,,,,,node,"6419162687",
-68.2857547,12.1250206,"1555",Las Palmitas,,,,,,,apartment,,node,"6525773146",
-68.2937726,12.1155609,"1556",Dive Friends Bonaire @ DB,,,,,,,,scuba_diving,node,"6525781759",
-68.2896235,12.1219386,"1557",,Villa Carina Apartments,,,,,,apartment,,node,"6548622486",
-68.2738189,12.1435728,"1561",Kas ChuChubi,Kas ChuChubi,,,,,,guest_house,,node,"6751659685",./3.png
-68.2848371,12.1695877,"1562",International Bible Church,,,,place_of_worship,,,,,node,"6753772566",
-68.275904,12.1436294,"1563",Chibi Chibi Restaurant &bar,,,,restaurant,,,,,node,"6852801857",
-68.2860226,12.1682548,"1564",Multishop,,,,,,gift,,,node,"6895732912",
-68.2679516,12.1815266,"1565",,Rancho Mal Macho,,,,,,apartment,,node,"6907022185",
-68.2855259,12.1684516,"1566",Pearle Vision,Pearle Vision,,,,,optician,,,node,"6915777986",
-68.2854257,12.1684779,"1567",DA,DA Drogist,,,,,chemist,,,node,"6915869085",
-68.2852248,12.1684466,"1568",Top1Toys,Top1Toys,,,,,toys,,,node,"6915909086",
-68.2736648,12.1377634,"1569",Friendlyhomes apartment,Friendlyhomes apartment,,,,,,apartment,,node,"6920065185",
-68.2596934,12.1439659,"1570",,,,,,,,apartment,,node,"6939809586",
-68.2951906,12.1965904,"1571",White House,,,,,,,hotel,,node,"6945596416",./0.png
-68.2785447,12.1533083,"1572",,,,,ferry_terminal,,,,,node,"6970613061",
-68.2790938,12.1783636,"1573",,Blueprint,,,,company,,,,node,"6973075985",
-68.2833365,12.1244059,"1574",,COCO LOCO Bonaire,,,,,,guest_house,,node,"7020296807",./3.png
-68.2854729,12.1680981,"1576",Elle et Lui,Elle et Lui,,,,,hairdresser,,,node,"7035700685",
-68.2767753,12.1517684,"1577",Beachvibes Surf Shop,Beachvibes Surf Shop,,,,,clothes,,,node,"7096539685",
-68.2828801,12.2341629,"1578",,Bonaire Landsailing Adventured,,,,,,attraction,,node,"7252039085",./2.png
-68.3981386,12.279869,"1579",Put Bronswinkel,,,,,,,viewpoint,,node,"7261999485",./1.png
-68.2853744,12.1680388,"1580",Döner Station,,,,fast_food,,,,,node,"7266423085",
-68.2793207,12.135014,"1581",Stoked Foodtruck,,,,fast_food,,,,,node,"7272099085",
-68.268232,12.1407825,"1582",,Carpentershop Smullie B.V.,,,,,furniture,,,node,"7598116285",
-68.2329872,12.1471575,"1586",,,surveillance,,,,,,,node,"7816091885",
